Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
S100A6	ENSG00000197956.9	257.512	755.872	-1.550	3.48e-48
GOLGA6L9	ENSG00000197978.9	1.795	5.320	-1.177	1.67e-42
SNHG12	ENSG00000197989.13	14.500	44.119	-1.541	2.63e-30
RP11-347C12.1	ENSG00000198064.13	1.180	6.255	-1.735	2.22e-58
SFI1	ENSG00000198089.14	8.295	27.925	-1.638	4.41e-58
LPAR1	ENSG00000198121.13	4.545	16.445	-1.654	3.71e-85
MB	ENSG00000198125.12	42.360	14.809	1.456	7.47e-25
ZNF251	ENSG00000198169.8	7.930	18.200	-1.104	1.17e-38
ZNF334	ENSG00000198185.11	2.850	8.390	-1.286	1.12e-55
SZT2	ENSG00000198198.13	7.255	16.490	-1.083	2.67e-64
RPS6KL1	ENSG00000198208.11	1.370	4.210	-1.136	1.48e-39
UCKL1	ENSG00000198276.13	25.916	56.545	-1.096	4.82e-38
HOXC4	ENSG00000198353.7	3.600	0.480	1.636	2.46e-54
GFPT1	ENSG00000198380.12	33.030	14.273	1.156	1.53e-37
NTRK1	ENSG00000198400.11	0.280	2.509	-1.455	1.07e-96
TPM2	ENSG00000198467.13	425.126	1185.433	-1.477	1.00e-37
MAFK	ENSG00000198517.9	18.235	53.245	-1.496	1.52e-51
ZNF789	ENSG00000198556.13	9.930	21.975	-1.072	5.76e-42
LRBA	ENSG00000198589.10	42.485	17.500	1.233	4.12e-49
MMP17	ENSG00000198598.6	0.980	3.540	-1.197	6.15e-67
PPIAP22	ENSG00000198618.5	183.342	44.974	2.003	2.83e-89
MDM4	ENSG00000198625.12	4.990	12.550	-1.178	2.71e-43
FAM3D	ENSG00000198643.6	24.399	10.149	1.188	2.39e-7
SMOC1	ENSG00000198732.10	5.610	22.875	-1.853	9.81e-44
F5	ENSG00000198734.10	14.305	2.045	2.329	7.88e-35
MT-ND2	ENSG00000198763.3	5251.631	12799.500	-1.285	3.72e-30
SELM	ENSG00000198832.10	139.763	303.646	-1.114	9.04e-43
RUSC2	ENSG00000198853.11	5.470	14.865	-1.294	2.37e-73
GRK5	ENSG00000198873.11	3.830	11.885	-1.416	9.51e-69
SMC5	ENSG00000198887.8	7.200	15.460	-1.005	1.99e-45
MT-ATP6	ENSG00000198899.2	11102.907	22345.550	-1.009	3.88e-26
L1CAM	ENSG00000198910.12	0.695	4.455	-1.686	5.54e-76
RPL39	ENSG00000198918.7	3977.785	1911.712	1.057	2.07e-79
GPRASP1	ENSG00000198932.12	3.225	16.349	-2.038	4.72e-99
RNU4-1	ENSG00000200795.1	4.595	0.000	2.484	6.70e-12
RN7SK	ENSG00000202198.1	21.290	46.990	-1.106	1.47e-9
FAM83H-AS1	ENSG00000203499.10	19.580	8.185	1.164	1.52e-38
SAMD5	ENSG00000203727.3	3.405	1.195	1.005	5.66e-27
MSTO2P	ENSG00000203761.5	1.140	3.535	-1.083	1.42e-50
SOX18	ENSG00000203883.6	3.295	11.275	-1.515	2.24e-42
LIME1	ENSG00000203896.9	4.015	15.630	-1.729	1.03e-44
SAMD13	ENSG00000203943.8	5.180	1.900	1.092	2.31e-28
INPP5B	ENSG00000204084.12	3.870	9.524	-1.112	1.62e-81
NPY4R	ENSG00000204174.6	2.740	0.535	1.285	7.67e-20
RXRB	ENSG00000204231.10	24.734	52.877	-1.066	3.82e-71
HNRNPCP2	ENSG00000204253.4	14.355	1.700	2.508	6.19e-72
NOTCH4	ENSG00000204301.6	4.135	17.365	-1.839	4.22e-91
PRRT1	ENSG00000204314.10	4.965	12.600	-1.189	5.10e-83
SMIM5	ENSG00000204323.5	0.570	3.275	-1.445	8.91e-91
LAYN	ENSG00000204381.11	5.400	14.035	-1.232	3.24e-54
SLC44A4	ENSG00000204385.10	322.643	132.651	1.276	4.49e-54
POU5F1	ENSG00000204531.15	0.770	3.060	-1.198	1.69e-41
RNF39	ENSG00000204618.8	2.210	5.440	-1.004	1.54e-22
HLA-J	ENSG00000204622.10	0.790	2.895	-1.122	2.55e-50
FAM153C	ENSG00000204677.10	1.810	17.604	-2.727	9.51e-69
GABBR1	ENSG00000204681.10	11.235	66.606	-2.466	3.85e-74
ZNF204P	ENSG00000204789.4	2.465	9.970	-1.663	1.28e-88
ST8SIA6-AS1	ENSG00000204832.9	2.755	0.740	1.110	5.89e-15
UQCC3	ENSG00000204922.4	27.365	11.315	1.204	2.29e-80
ZNF783	ENSG00000204946.9	5.435	14.155	-1.236	8.12e-34
PRSS1	ENSG00000204983.12	0.000	3.694	-2.231	3.13e-77
TMEM240	ENSG00000205090.8	2.210	7.580	-1.418	1.20e-64
TRIQK	ENSG00000205133.11	22.165	10.135	1.057	9.75e-37
ZBTB10	ENSG00000205189.11	15.244	6.405	1.133	6.67e-29
VIT	ENSG00000205221.12	0.525	2.655	-1.261	3.58e-60
MUC12	ENSG00000205277.9	4.865	11.090	-1.044	1.06e-6
SAP25	ENSG00000205307.10	0.490	6.010	-2.234	8.10e-60
MT1A	ENSG00000205362.10	3.825	9.540	-1.127	9.39e-14
EXOC3L4	ENSG00000205436.7	0.575	2.435	-1.125	3.96e-55
RGL3	ENSG00000205517.12	4.895	15.070	-1.447	1.34e-32
TMEM256	ENSG00000205544.3	199.127	94.378	1.069	2.42e-49
RP11-1212A22.1	ENSG00000205746.9	8.525	30.238	-1.714	4.96e-35
RP9P	ENSG00000205763.13	1.830	7.880	-1.650	2.64e-105
PPAPDC2	ENSG00000205808.5	21.840	9.585	1.110	2.84e-38
RFPL3S	ENSG00000205853.10	0.720	2.585	-1.060	1.05e-35
NYNRIN	ENSG00000205978.5	1.615	7.060	-1.624	2.25e-77
HN1L	ENSG00000206053.12	91.601	42.137	1.102	1.84e-68
SERPINB11	ENSG00000206072.12	1.735	8.835	-1.846	3.28e-11
SERPINB5	ENSG00000206075.13	1.375	4.400	-1.185	1.03e-21
HERC2P9	ENSG00000206149.10	10.545	34.347	-1.614	8.59e-38
HBA1	ENSG00000206172.8	5.880	37.652	-2.490	4.94e-54
HACD2	ENSG00000206527.9	31.670	13.400	1.182	2.01e-31
VGLL3	ENSG00000206538.7	1.585	4.690	-1.138	2.58e-4
PRSS50	ENSG00000206549.12	0.160	2.995	-1.784	4.68e-87
SNORA70	ENSG00000207165.1	0.000	4.233	-2.388	6.66e-9
GPX3	ENSG00000211445.11	43.605	258.612	-2.541	1.93e-87
IGLC1	ENSG00000211675.2	35.595	17.165	1.010	5.16e-5
TRGC1	ENSG00000211689.6	556.562	69.159	2.990	2.06e-81
TRGV10	ENSG00000211694.2	3.900	1.165	1.178	3.66e-20
TRGV9	ENSG00000211695.2	8.415	0.610	2.548	9.79e-52
IGHG4	ENSG00000211892.3	5.965	2.480	1.001	8.22e-6
IGHG2	ENSG00000211893.3	26.955	9.233	1.450	6.38e-8
IGHG1	ENSG00000211896.6	128.426	50.471	1.330	2.02e-7
IGHG3	ENSG00000211897.7	18.610	8.155	1.099	1.17e-5
LINC01089	ENSG00000212694.8	19.905	52.066	-1.344	3.49e-19
RPL15P3	ENSG00000212802.4	23.085	9.470	1.202	1.88e-51
RP11-641D5.1	ENSG00000213178.3	394.463	154.540	1.346	1.08e-81
RPS7P11	ENSG00000213326.4	4.330	1.645	1.011	5.41e-55
MXD3	ENSG00000213347.10	4.350	12.240	-1.307	3.12e-18
GSTM2	ENSG00000213366.12	17.755	277.808	-3.894	2.56e-117
LCAT	ENSG00000213398.7	5.080	47.756	-3.003	6.58e-101
RP11-75L1.2	ENSG00000213443.2	1.680	5.550	-1.289	2.34e-54
RPLP0P6	ENSG00000213553.4	33.545	11.230	1.498	4.90e-69
SLX1A-SULT1A3	ENSG00000213599.9	2.705	15.235	-2.132	1.32e-69
LAT	ENSG00000213658.10	3.900	20.271	-2.118	1.78e-58
S1PR3	ENSG00000213694.3	5.650	14.355	-1.207	1.14e-41
UBD	ENSG00000213886.3	22.895	5.040	1.984	9.96e-25
SLC23A3	ENSG00000213901.10	0.545	2.940	-1.351	9.03e-53
LTB4R	ENSG00000213903.8	2.205	12.011	-2.021	2.21e-79
LTB4R2	ENSG00000213906.9	0.740	3.205	-1.273	2.71e-80
ITGA1	ENSG00000213949.8	7.760	19.176	-1.204	5.78e-41
ZNF90	ENSG00000213988.9	0.890	3.460	-1.239	9.37e-87
MEF2B	ENSG00000213999.15	0.660	2.785	-1.189	2.38e-47
TTLL3	ENSG00000214021.15	12.225	75.185	-2.526	1.21e-71
TSPAN4	ENSG00000214063.10	23.695	49.831	-1.041	1.17e-46
PRCD	ENSG00000214140.10	0.715	4.560	-1.697	6.87e-84
PLEKHM1P	ENSG00000214176.9	3.300	13.000	-1.703	4.44e-81
SCART1	ENSG00000214279.12	0.470	2.530	-1.264	1.18e-55
RP11-252A24.2	ENSG00000214331.8	1.420	4.245	-1.116	8.39e-65
NEURL1B	ENSG00000214357.8	5.205	16.215	-1.472	7.16e-76
LCNL1	ENSG00000214402.6	0.150	4.603	-2.285	2.01e-97
PLIN5	ENSG00000214456.8	5.740	13.030	-1.058	2.36e-18
RPL7P1	ENSG00000214485.6	54.469	20.680	1.355	1.54e-41
MEG3	ENSG00000214548.14	4.780	98.700	-4.108	7.30e-90
HMGN2P15	ENSG00000214578.5	1.850	5.055	-1.087	5.59e-29
ZSWIM8	ENSG00000214655.10	64.400	151.481	-1.221	2.48e-62
SEPT7P2	ENSG00000214765.8	7.775	18.870	-1.179	3.38e-41
RP11-480I12.5	ENSG00000214796.8	5.030	2.010	1.002	5.05e-51
HLA-F-AS1	ENSG00000214922.9	1.060	4.255	-1.351	2.37e-96
NEURL4	ENSG00000215041.9	11.525	31.949	-1.395	6.08e-56
RP11-266K4.9	ENSG00000215241.3	0.440	2.310	-1.201	3.83e-95
GOLGA8B	ENSG00000215252.11	8.860	73.439	-2.916	2.46e-48
NPEPL1	ENSG00000215440.11	18.335	49.275	-1.379	1.90e-46
ZNF663P	ENSG00000215452.3	0.840	2.765	-1.033	1.70e-72
RPL17-C18orf32	ENSG00000215472.9	23.820	7.925	1.476	2.05e-31
HNRNPA1P7	ENSG00000215492.6	0.510	2.235	-1.099	3.82e-45
RP13-104F24.2	ENSG00000215769.8	2.295	11.620	-1.937	3.75e-50
TNFRSF25	ENSG00000215788.9	2.310	14.035	-2.183	2.07e-70
RPS2P55	ENSG00000216866.5	7.435	0.905	2.147	1.85e-95
RP11-889L3.1	ENSG00000218227.3	4.340	13.635	-1.454	6.23e-56
FTH1P8	ENSG00000219507.4	6.590	2.550	1.096	7.33e-24
RPL23AP47	ENSG00000219814.2	2.730	0.000	1.899	5.43e-4
RP11-40C6.2	ENSG00000219928.2	823.856	2.698	7.801	1.25e-105
ZGLP1	ENSG00000220201.7	3.195	7.616	-1.038	9.77e-19
MTMR9LP	ENSG00000220785.7	2.885	14.040	-1.953	2.52e-68
SLC12A8	ENSG00000221955.10	9.270	3.595	1.160	2.27e-63
FADS3	ENSG00000221968.8	10.070	21.625	-1.031	6.44e-49
TIAF1	ENSG00000221995.5	0.270	2.525	-1.473	5.08e-96
URAHP	ENSG00000222019.7	0.910	4.750	-1.590	5.28e-96
RNY3P8	ENSG00000223298.1	17.130	0.000	4.180	2.18e-14
MEG9	ENSG00000223403.3	0.080	1.235	-1.049	2.03e-89
RP11-632K20.7	ENSG00000223509.8	2.145	6.355	-1.226	1.40e-52
NSUN5P1	ENSG00000223705.9	19.210	62.793	-1.658	1.08e-27
RP4-717I23.3	ENSG00000223745.7	8.520	24.805	-1.439	1.15e-33
MIR503HG	ENSG00000223749.7	0.270	1.590	-1.028	3.07e-70
TSSC2	ENSG00000223756.6	0.310	1.855	-1.124	4.79e-94
RP11-54O7.3	ENSG00000223764.2	1.680	5.595	-1.299	6.93e-43
FAM95B1	ENSG00000223839.7	1.085	3.970	-1.253	2.93e-34
RP11-80I15.1	ENSG00000223849.1	0.220	1.850	-1.224	1.27e-77
RP4-622L5.7	ENSG00000224066.1	0.400	2.884	-1.472	4.16e-50
RPS24P8	ENSG00000224094.1	3.045	0.910	1.083	4.83e-47
UBE2SP2	ENSG00000224126.2	4.545	0.505	1.881	6.18e-110
RP11-309L24.6	ENSG00000224163.4	0.450	3.350	-1.585	3.68e-17
MSL3P1	ENSG00000224287.2	6.860	1.820	1.479	5.30e-92
SNRPGP15	ENSG00000224543.4	0.440	5.470	-2.168	8.66e-72
RPL29P19	ENSG00000224594.2	0.380	2.585	-1.377	1.33e-109
SH3BP5-AS1	ENSG00000224660.1	1.855	16.565	-2.621	1.97e-80
NPIPA3	ENSG00000224712.10	3.060	9.575	-1.381	3.73e-46
RP11-441O15.3	ENSG00000224934.2	0.360	1.810	-1.047	2.56e-68
RP11-82L18.2	ENSG00000224945.1	0.420	2.415	-1.266	1.37e-59
RP11-206L10.1	ENSG00000224956.5	8.970	20.774	-1.127	4.02e-33
PGM5-AS1	ENSG00000224958.5	12.940	57.795	-2.076	5.29e-37
INE1	ENSG00000224975.1	0.760	2.525	-1.002	6.46e-49
RP11-228B15.4	ENSG00000225032.5	0.890	6.810	-2.047	7.14e-74
XXbac-BPG308K3.5	ENSG00000225173.1	2.525	0.195	1.561	4.83e-35
RP11-415J8.3	ENSG00000225313.5	1.090	7.755	-2.067	6.81e-72
RPL35P5	ENSG00000225573.4	9.460	2.920	1.416	8.53e-67
MTND2P28	ENSG00000225630.1	192.150	410.801	-1.092	1.60e-11
SLC26A6	ENSG00000225697.10	12.940	31.659	-1.228	3.73e-13
FAM229A	ENSG00000225828.1	2.340	12.010	-1.962	4.19e-56
RUSC1-AS1	ENSG00000225855.6	2.490	11.555	-1.847	9.10e-50
LINC00115	ENSG00000225880.5	2.050	7.050	-1.400	2.47e-30
RP11-384K6.2	ENSG00000225892.3	3.125	10.700	-1.504	5.57e-68
PCA3	ENSG00000225937.1	71.312	0.495	5.596	2.30e-70
NTF4	ENSG00000225950.7	2.115	13.070	-2.175	1.23e-62
UBXN10-AS1	ENSG00000225986.1	1.520	6.170	-1.509	2.28e-45
KRT16P6	ENSG00000226145.7	0.150	2.548	-1.625	2.04e-59
RP11-419C5.2	ENSG00000226232.8	4.655	20.325	-1.915	2.23e-36
RP11-61N20.3	ENSG00000226268.3	8.750	1.295	2.087	1.64e-64
RP11-157P1.4	ENSG00000226332.2	1.630	10.140	-2.083	5.21e-68
RP11-523H24.3	ENSG00000226352.2	0.470	1.975	-1.017	8.96e-46
RP5-1056L3.3	ENSG00000226396.1	2.550	13.009	-1.980	2.68e-34
FTH1P20	ENSG00000226564.1	8.175	2.695	1.312	1.08e-55
RP11-128M1.1	ENSG00000226644.5	2.650	0.725	1.081	1.80e-44
LENG8-AS1	ENSG00000226696.5	2.740	7.965	-1.261	2.11e-39
TBCAP1	ENSG00000226781.1	1.895	0.435	1.013	1.41e-19
RP3-417G15.1	ENSG00000227008.2	10.265	3.195	1.425	1.42e-51
RPS28P7	ENSG00000227097.5	1724.484	419.607	2.036	1.68e-113
TRGC2	ENSG00000227191.6	74.058	13.789	2.344	1.20e-46
WASH7P	ENSG00000227232.5	3.050	19.834	-2.363	3.60e-89
RP11-166N17.1	ENSG00000227253.3	0.290	2.250	-1.333	2.28e-68
RP4-669P10.19	ENSG00000227370.1	0.630	2.275	-1.007	4.55e-43
PCGEM1	ENSG00000227418.6	8.770	1.320	2.074	4.52e-11
SPAG5-AS1	ENSG00000227543.4	0.600	2.915	-1.291	2.09e-68
RP11-488L18.4	ENSG00000227671.4	7.580	24.585	-1.576	9.13e-43
RP4-565E6.1	ENSG00000227733.8	0.680	3.180	-1.315	2.40e-91
MT-ATP8	ENSG00000228253.1	13237.104	30356.124	-1.197	9.96e-22
RP3-508I15.9	ENSG00000228274.3	2.085	5.499	-1.075	1.62e-57
GUSBP11	ENSG00000228315.11	3.645	23.445	-2.396	2.14e-61
LINC01004	ENSG00000228393.3	1.800	5.915	-1.304	1.71e-39
LINC01125	ENSG00000228486.9	2.695	11.620	-1.772	5.49e-40
RAB11FIP1P1	ENSG00000228492.2	0.905	3.529	-1.250	3.51e-50
SPCS2P4	ENSG00000228589.3	46.019	13.685	1.679	1.47e-46
RP5-1160K1.6	ENSG00000228703.1	0.200	1.555	-1.090	1.44e-74
SAPCD1	ENSG00000228727.8	2.285	8.150	-1.478	3.50e-22
RP13-39P12.3	ENSG00000228748.2	8.700	29.375	-1.647	6.28e-20
VDAC1P8	ENSG00000229036.7	0.770	3.380	-1.307	8.76e-72
GS1-124K5.11	ENSG00000229180.5	1.320	4.350	-1.205	2.17e-67
PGA4	ENSG00000229183.8	0.060	1.600	-1.294	2.09e-59
HMGN1P37	ENSG00000229237.2	3.585	0.000	2.197	6.97e-61
HMGN2P19	ENSG00000229367.1	0.220	2.015	-1.305	2.98e-61
RP11-274B21.12	ENSG00000229413.2	7.210	16.200	-1.067	7.44e-31
PRAC2	ENSG00000229637.3	40.815	15.705	1.324	5.04e-57
PGA3	ENSG00000229859.8	0.060	2.555	-1.746	1.67e-65
RP11-399E6.4	ENSG00000229901.1	0.305	1.899	-1.152	7.52e-49
PRRT3-AS1	ENSG00000230082.1	4.965	1.885	1.048	1.33e-27
HOXB-AS1	ENSG00000230148.8	0.880	2.985	-1.084	3.16e-56
RP3-508I15.19	ENSG00000230149.2	0.550	2.460	-1.159	1.48e-53
GOLGA6L5P	ENSG00000230373.8	1.730	12.740	-2.331	1.01e-77
TCEA1P2	ENSG00000230409.3	4.140	1.515	1.031	5.13e-10
MKX-AS1	ENSG00000230500.1	0.600	2.420	-1.096	4.33e-61
HCG4P7	ENSG00000230521.1	0.390	2.055	-1.136	3.14e-75
RP11-274B21.4	ENSG00000230715.3	7.835	22.280	-1.398	4.57e-43
LINC01001	ENSG00000230724.9	9.390	26.702	-1.415	7.92e-36
RPL10P3	ENSG00000230734.1	1.635	0.125	1.228	3.29e-51
RP11-318C24.1	ENSG00000230777.1	1.470	0.000	1.304	4.25e-9
RP3-525N10.2	ENSG00000230910.2	0.080	2.275	-1.600	1.20e-95
MIR205HG	ENSG00000230937.9	22.570	94.179	-2.014	1.45e-31
RP4-631H13.6	ENSG00000230953.2	0.000	2.250	-1.700	5.76e-12
RP11-263K19.4	ENSG00000231064.5	1.295	6.045	-1.618	4.94e-73
RP1-207H1.3	ENSG00000231150.5	3.725	0.280	1.884	2.77e-18
KLF3-AS1	ENSG00000231160.9	2.645	9.945	-1.586	8.93e-60
TRGVB	ENSG00000231202.1	1.680	0.185	1.177	1.50e-32
LINC01160	ENSG00000231346.5	0.370	3.510	-1.719	2.26e-99
LINC-PINT	ENSG00000231721.6	6.065	18.809	-1.487	4.34e-65
PCAT7	ENSG00000231806.2	2.075	0.150	1.419	2.54e-84
RP11-229P13.23	ENSG00000231864.2	1.420	0.000	1.275	4.98e-20
IDH1-AS1	ENSG00000231908.1	5.160	1.970	1.053	4.80e-50
PABPC1L2B-AS1	ENSG00000231963.1	3.375	0.040	2.073	1.93e-23
RP11-311P8.2	ENSG00000232186.1	0.240	1.520	-1.023	2.62e-85
FTH1P7	ENSG00000232187.1	15.250	4.180	1.649	1.45e-49
PRPS1P2	ENSG00000232630.1	0.540	2.335	-1.115	1.78e-73
GOLGA8N	ENSG00000232653.8	2.135	7.855	-1.498	1.52e-74
LINC00342	ENSG00000232931.5	3.055	12.610	-1.747	1.59e-31
RP11-1212A22.4	ENSG00000233024.7	59.929	180.931	-1.578	9.59e-46
PHGR1	ENSG00000233041.8	6.785	0.955	1.994	1.05e-28
RP11-295G20.2	ENSG00000233461.5	11.485	5.235	1.002	1.79e-51
TMEM238	ENSG00000233493.3	10.520	3.315	1.417	3.36e-65
TWIST2	ENSG00000233608.3	3.665	20.010	-2.171	1.05e-89
LINC01237	ENSG00000233806.7	0.970	3.045	-1.038	1.07e-32
YEATS2-AS1	ENSG00000233885.7	0.500	2.410	-1.185	5.89e-55
LINC01503	ENSG00000233901.5	3.910	12.050	-1.410	2.99e-52
RP11-250B2.3	ENSG00000233967.6	0.645	2.795	-1.206	3.87e-51
H2BFS	ENSG00000234289.5	15.705	4.200	1.684	1.24e-52
ZNF37BP	ENSG00000234420.7	2.480	10.605	-1.738	3.65e-72
MAGI2-AS3	ENSG00000234456.7	4.330	23.890	-2.223	2.83e-115
PINLYP	ENSG00000234465.10	3.330	12.615	-1.653	3.20e-88
RP11-166B2.1	ENSG00000234719.8	2.710	9.585	-1.513	3.30e-42
FOXP4-AS1	ENSG00000234753.5	4.855	1.000	1.550	7.45e-83
SLC25A25-AS1	ENSG00000234771.3	0.810	3.845	-1.420	2.38e-52
RPL23AP42	ENSG00000234851.4	1723.230	852.052	1.015	2.27e-70
FABP5P7	ENSG00000234964.4	26.999	9.310	1.441	5.18e-20
SEMA3F-AS1	ENSG00000235016.1	0.820	3.450	-1.290	1.90e-48
WI2-85898F10.1	ENSG00000235091.1	1.770	0.120	1.306	6.90e-46
PPP1R3E	ENSG00000235194.8	9.200	21.805	-1.161	6.53e-49
RP11-122K13.12	ENSG00000235245.1	0.740	3.110	-1.240	5.33e-56
FAM103A2P	ENSG00000235272.1	8.610	3.025	1.256	6.84e-33
SNRPGP10	ENSG00000235363.1	2.115	10.774	-1.918	8.57e-49
RP4-639F20.1	ENSG00000235501.5	4.210	11.460	-1.258	1.15e-51
RPS2P7	ENSG00000235508.3	1.010	3.240	-1.077	8.10e-31
H3F3AP4	ENSG00000235655.3	239.436	100.918	1.238	1.23e-15
LINC00894	ENSG00000235703.5	1.225	9.155	-2.190	2.16e-52
HMGN1P36	ENSG00000235734.4	1.830	0.000	1.501	1.16e-32
RP11-73M7.6	ENSG00000235790.7	0.080	1.275	-1.075	1.27e-92
LL0XNC01-240C2.1	ENSG00000235946.1	0.270	1.645	-1.058	3.40e-86
RP11-215A21.2	ENSG00000236058.3	5.170	0.405	2.135	2.02e-78
HSPB1P1	ENSG00000236060.2	4.250	1.160	1.282	1.50e-9
TMEM147-AS1	ENSG00000236144.6	4.290	12.485	-1.350	9.69e-54
TRHDE-AS1	ENSG00000236333.3	0.230	2.200	-1.379	3.15e-95
LINC00854	ENSG00000236383.7	0.430	2.155	-1.142	2.38e-75
RP11-175B9.3	ENSG00000236439.4	2.920	19.269	-2.370	2.10e-62
RPL13AP5	ENSG00000236552.2	228.570	102.273	1.152	9.99e-54
POTEH-AS1	ENSG00000236666.1	10.430	4.040	1.181	2.95e-11
LINC00106	ENSG00000236871.6	0.915	3.924	-1.362	2.71e-28
RP11-390F4.6	ENSG00000236924.1	2.105	0.190	1.384	9.81e-33
RP4-669L17.10	ENSG00000237094.11	8.825	33.217	-1.800	2.20e-42
NR2F1-AS1	ENSG00000237187.8	6.900	17.830	-1.253	1.14e-51
SMG1P1	ENSG00000237296.9	2.625	6.924	-1.128	2.96e-38
TTN-AS1	ENSG00000237298.8	5.905	16.505	-1.342	5.34e-32
LINC01573	ENSG00000237886.1	1.120	4.685	-1.423	5.67e-69
LINC00844	ENSG00000237949.1	9.150	35.735	-1.856	1.05e-22
RPL35P1	ENSG00000237991.3	3.065	0.940	1.067	1.55e-44
GOLGA2P5	ENSG00000238105.7	3.530	10.922	-1.396	1.32e-45
RP11-108M9.4	ENSG00000238142.1	4.745	11.255	-1.093	1.22e-36
SCARNA12	ENSG00000238795.1	0.660	2.480	-1.068	2.96e-31
RP11-464D20.2	ENSG00000239246.3	6.900	1.310	1.774	7.88e-53
RPL23AP1	ENSG00000239257.1	1.625	6.300	-1.476	1.46e-64
RP11-295P9.3	ENSG00000239665.8	6.800	33.474	-2.144	1.78e-53
NME1	ENSG00000239672.7	106.310	48.931	1.104	3.82e-94
RP4-800G7.1	ENSG00000239719.1	1.720	0.000	1.444	1.47e-21
RN7SL608P	ENSG00000239884.3	0.555	3.175	-1.425	1.99e-58
LY6G5B	ENSG00000240053.8	1.860	17.750	-2.713	1.25e-69
SMKR1	ENSG00000240204.2	3.610	0.890	1.286	1.02e-62
RP11-379F4.4	ENSG00000240207.6	1.170	5.230	-1.522	6.05e-96
RP11-499P20.2	ENSG00000240291.1	1.585	5.225	-1.268	5.92e-42
MTATP8P1	ENSG00000240409.1	1.410	0.000	1.269	4.26e-5
RP5-890O3.9	ENSG00000240731.1	3.875	11.920	-1.406	5.13e-45
KRBOX1	ENSG00000240747.7	1.700	4.640	-1.063	1.96e-21
RP11-244H3.1	ENSG00000241014.1	0.770	3.125	-1.221	5.54e-86
RPL29P14	ENSG00000241112.1	0.835	2.845	-1.067	7.41e-21
RP11-147I3.1	ENSG00000241170.2	1.120	5.670	-1.654	6.19e-37
RP11-379B18.5	ENSG00000241288.7	1.800	5.730	-1.265	6.82e-36
RPL37P6	ENSG00000241431.1	3.495	0.345	1.741	1.70e-75
IDS	ENSG00000241489.7	2.605	15.885	-2.228	1.84e-45
PSMC1P1	ENSG00000241506.1	21.195	9.495	1.081	1.62e-19
RP11-490G8.1	ENSG00000241556.1	1.840	0.290	1.139	1.31e-55
INMT	ENSG00000241644.2	10.360	26.555	-1.278	1.41e-42
RPL7AP30	ENSG00000241741.1	7.440	2.274	1.366	4.34e-73
LINC00893	ENSG00000241769.7	4.035	29.363	-2.592	5.03e-49
LINC00969	ENSG00000242086.8	20.745	70.719	-1.722	1.51e-46
STAG3L5P	ENSG00000242294.6	9.540	31.714	-1.634	2.62e-28
NPPA-AS1	ENSG00000242349.5	1.415	6.315	-1.599	1.86e-31
RP11-274B21.14	ENSG00000242588.5	2.005	5.200	-1.045	2.65e-35
MBL1P	ENSG00000242600.6	0.490	2.095	-1.055	2.33e-58
RGAG4	ENSG00000242732.4	2.340	5.755	-1.016	4.04e-69
RP11-285F7.2	ENSG00000242861.1	9.145	22.609	-1.219	1.58e-30
RPL7P16	ENSG00000242899.1	108.157	11.265	3.154	3.80e-64
MICAL3	ENSG00000243156.7	7.145	16.619	-1.113	2.05e-36
RP11-274B21.2	ENSG00000243302.3	6.675	19.202	-1.396	1.90e-41
MCCC1-AS1	ENSG00000243368.2	0.640	2.479	-1.085	9.39e-47
MNX1-AS1	ENSG00000243479.3	1.460	0.030	1.256	9.58e-40
TNFRSF6B	ENSG00000243509.4	1.150	3.810	-1.162	4.77e-22
RP11-379F4.1	ENSG00000243675.1	0.000	1.100	-1.070	2.88e-81
RP11-274B21.3	ENSG00000243679.1	8.585	30.710	-1.726	4.48e-57
RP5-966M1.6	ENSG00000243696.4	0.340	3.584	-1.774	1.12e-83
PLA2G4B	ENSG00000243708.8	3.010	19.460	-2.351	2.82e-48
NPIPB5	ENSG00000243716.10	24.145	173.614	-2.796	1.49e-54
RPL23AP65	ENSG00000243964.1	5.600	1.775	1.250	8.29e-21
RN7SL417P	ENSG00000244056.3	0.000	1.419	-1.275	2.65e-70
RP11-148K1.12	ENSG00000244151.1	0.665	3.995	-1.585	2.42e-62
PKD1P1	ENSG00000244257.5	1.105	6.860	-1.901	3.16e-40
LY6G6D	ENSG00000244355.7	0.750	2.975	-1.184	1.03e-31
RPL7P23	ENSG00000244363.3	2.040	0.465	1.053	6.10e-51
SCARF2	ENSG00000244486.7	5.450	14.270	-1.243	1.04e-44
RP11-10G12.1	ENSG00000244538.1	4.840	0.000	2.546	2.61e-86
LINC01213	ENSG00000244541.5	5.225	1.210	1.494	7.97e-47
RP4-800G7.2	ENSG00000244560.6	3.870	19.895	-2.101	3.39e-37
FCGR2C	ENSG00000244682.7	0.890	2.855	-1.028	1.52e-37
RP5-894A10.2	ENSG00000244701.1	2.260	7.244	-1.338	3.51e-37
HBB	ENSG00000244734.3	11.575	76.019	-2.615	1.99e-61
RNF139-AS1	ENSG00000245149.3	1.060	4.430	-1.398	9.81e-42
NEAT1	ENSG00000245532.5	526.539	1841.543	-1.804	1.19e-13
RAD51-AS1	ENSG00000245849.6	5.990	14.345	-1.134	7.09e-27
