Gene_ID	LNCaP_1	LNCaP_2
APP	128.944	132.014
PCDH10	0	0
RNF224	1.11279	1.12436
CCDC157	2.28181	0.919833
TMPRSS9	0.102565	0.269066
SULT1A3	5.3439	4.95709
TGM6	0.0970066	0.0198328
ZNF544	20.4215	19.9048
PTPN23	12.6301	12.3413
STK24	16.2071	16.7739
PROK1	0	0
SLC25A22	32.9629	31.0817
HES5	0	0
DNAJB14	5.32676	5.5447
PRDM9	0	0
RARB	0.821502	1.05595
KIAA0226L	0	0.0358173
B3GAT2	0.498919	0.624259
KLRC2	0	0.0399204
ANKRD30B	0	0
RP11-295K3.1	1.7255e-39	0.219225
MTHFD1L	20.1776	24.8343
SEC23B	53.7295	52.4085
STAG3	0.1299	0.144195
C14orf119	8.69644	10.4679
DLD	61.6181	64.7443
NTAN1	10.8608	11.3896
ZNF692	12.4378	11.6418
PTPN5	0.0193338	0.0296322
PEX2	17.0966	17.8459
HAPLN3	0.0306996	0.0293388
ANXA7	63.2992	64.3138
TERT	0.337347	0.192333
SPP2	0	0
MAD2L2	25.1766	24.5265
HYPK	65.49	75.0859
PRAME	39.0741	43.8782
ZNF219	5.62242	5.04081
GOLGA5	14.9598	15.4507
DIP2A	7.9864	7.97648
BTF3	456.932	482.976
SIRT5	10.1793	10.5604
HCK	0	0
NEUROG1	0	0
RP11-680G10.1	0	0
SOGA1	7.27006	8.0209
PDK1	18.4871	19.023
OR5B2	0	0
ANGPT2	1.13112	0.904548
TNNT1	0.743073	0.3049
RBPMS2	0.106269	0.228412
NDN	7.64473	7.53291
PLLP	2.92371	2.5239
UBASH3A	0	0
CPPED1	5.7113	5.61126
C6orf201	0.0526994	0.0744257
CACNB3	5.47217	4.76512
C12orf74	0.0614852	0.0586991
TMEM92	0.031453	0.122155
FAM174B	25.8043	23.6512
C6orf164	0	0
PDE6H	0	0
TNFSF18	0	0.0221418
BCL11B	0.503252	0.331734
NHLH1	0.0342212	0
CNTNAP5	0	0
POMGNT1	38.2038	39.6707
PLK5	0.0641048	0
SLC27A3	1.33222	1.23317
SYTL4	1.59743	1.46876
SAA1	0	0
LRRC8E	4.03582	4.29053
C1orf110	0	0
ONECUT2	0.331621	0.262038
SLC38A8	0	0
C1orf51	4.56133	4.01494
RANBP2	8.0822	8.7316
TMEM87B	7.92221	7.46167
SYT13	0	0.0230379
FAM86A	8.39292	8.74148
ALDOB	0	0
BTN3A2	3.81594	2.9223
PLEKHF2	1.90861	2.323
KIAA0753	3.49757	3.32591
PSMA2	58.6865	62.298
TBC1D30	4.4753	4.09405
ACVRL1	0	0.120555
KCNJ8	0	0
ARHGEF38	1.07913	1.08928
OR10J5	0	0
FCGR1A	0.061613	0.0392144
CSDC2	0.0156513	0.0149348
CDK19	30.5319	30.2817
BRD8	18.5095	19.6115
RBMY1J	0	0
OR5L2	0	0
NAV2	0.0363094	0.0544398
LRRIQ3	0.312772	0.502849
NAALADL1	0.0903282	0
NPCDR1	0	0
INSR	4.00615	4.4851
AC027763.2	4.59084	3.69637
OCA2	0	0
HIST2H3PS2	6.76174	6.09275
CXCL17	0	0
RRN3	15.571	16.4765
CTB-54O9.9	3.16513e-20	0
SLCO1C1	0	0
C11orf42	0.0449231	0
NMRAL1	48.4233	46.7837
BRCA2	0.427259	0.407207
LIG4	1.86031	1.94058
LRRC3B	0	0
NOP56	62.7604	57.9429
RNF114	29.126	29.7839
TASP1	3.46483	3.68604
NUAK1	0.557262	0.891911
ZFYVE28	0.758237	0.74371
CYP27B1	0.192653	0.0824764
CLRN3	0	0
OR10A2	0	0
RPUSD4	15.3271	14.2868
FP15737	6.08114e-15	3.26963e-16
MTMR6	5.60469	5.94549
GRHL2	17.8476	18.3701
ANKH	29.3151	29.8867
PFKM	57.0882	59.4281
PPCDC	13.7459	16.3211
DBNDD1	21.2431	20.7385
UBL5	567.629	586.294
DPH2	9.03794	9.04793
ITGA11	0	0.0316061
TRO	0.0509307	0.0505013
ZNF2	1.14088	1.21468
HIST1H2AL	0.257232	0.620749
EIF4E2	37.8724	37.1962
CRYGD	0	0
HSPBP1	30.9446	32.1295
ZYX	25.4872	24.0052
TMEM38B	12.0243	11.5016
IYD	1.55358	1.16962
EPB41L4A	0.778511	0.809849
FASTKD5	7.06725	6.1682
ADAM29	0	0
SPAG5	9.30609	10.2344
ZNF880	12.5653	12.054
TJP3	4.6745	4.77532
FAM43A	16.1835	15.5178
UBE2B	11.9334	13.556
GOLM1	89.5727	93.784
HBA2	0.0582157	0
PBK	11.4572	12.5774
SLC26A1	3.76121	3.42652
KIAA1239	0	0
ART1	0	0
GUCY2F	0	0
EPPIN	0	0
NR1I2	0	0
OR2W1	0	0
OR6N2	0	0
HDHD3	7.61083	8.38271
GCHFR	23.8392	27.7765
RAD54L	3.4198	3.32458
CSF3R	0.0146246	0.0179846
RFPL4B	0	0
PARP16	2.55328	2.78091
FRMPD3	0.278594	0.308579
KDELR3	1.66485	1.59176
PCDH11X	1.17316	1.04924
REXO2	76.7116	79.4762
TNNI1	0.534297	0.429372
FGF5	0	0
ZNF177	1.37983	2.03466
ZRANB3	2.00949	2.19492
DCDC1	0.0273064	0.0702027
TMEM256	133.594	136.547
PCDH9	0.0380435	0.0725588
GTF3C6	118.526	125.048
B9D2	2.12083	2.03115
SLC7A4	0	0
OR5B12	0	0
D2HGDH	25.5583	23.3796
PKHD1	0.00693779	0
PPP1R15B	10.7462	10.8352
FAM83B	0	0
OR10D3	0	0
ZNF777	5.69509	5.38251
ROBO3	5.50696	6.753
TNIP3	0	0
ATP1B2	0	0
EIF5AL1	0.391158	0.436132
TNNC2	0.266419	0.0853684
TCTN1	20.4446	20.9993
ADC	0.804364	0.851378
ITGA3	2.28656	2.2046
RESP18	0	0
SPINK1	0.143118	0
DNAH1	0.524404	0.484728
LPCAT2	0.104057	0.340902
AGAP4	1.87511	2.49157
HHATL	0	0.0894515
GGT7	8.84956	9.00462
IGSF21	0	0.0223877
PILRB	15.1363	13.6846
MGAT2	10.0665	10.312
TMCO3	45.1979	44.6036
GUCY2C	0	0
PIK3R6	0.0283329	0.135159
GRPEL2	26.6465	27.0197
SNRNP200	42.8431	44.0663
CUEDC1	9.29106	8.10297
DZANK1	0.729556	0.529898
PET112	9.15383	8.88371
IFNA17	0	0
TAC4	0	0
COMMD9	7.98769	9.14998
GSTA4	21.7895	22.0961
TMEM132E	0.00957581	0.00913184
CSNK2B	88.916	90.1933
HAUS5	5.50885	6.30579
URM1	25.0685	24.7802
PI16	0	0
HS3ST2	0	0
NMU	3.38296	2.5086
MPG	38.0973	37.4518
MRPL11	17.8056	20.0379
NOTUM	0.0788265	0.0546942
MLST8	71.7419	74.8381
NET1	21.6224	21.358
IL33	0	0.0157921
OCEL1	11.1569	10.725
NUSAP1	23.932	25.4603
C9orf156	5.02613	4.48382
GFRA3	0	0
SEC63	24.938	24.8038
COQ7	25.2801	24.9727
MATK	0	0
TSPAN14	25.0743	26.1753
SLC35E4	1.26154	1.12215
FLCN	15.2152	13.0363
GRID1	0	0
TFAP2E	0.878983	0.604969
CPEB4	10.6142	10.6338
NEU3	6.59913	7.13859
WDR83OS	46.2761	51.3512
CCL24	0	0
WISP2	0.0314125	0
PDGFC	0.0527247	0.0345718
HSPE1	301.582	318.608
SGPP1	9.57231	9.50076
ARHGEF16	12.4712	12.097
NOL3	24.3815	23.4942
KLF8	0.164685	0.235769
IGF2BP3	0.325445	0.47025
DCST2	2.10763	2.02937
ASMT	0	0
ACSM4	0	0
TMEM110	5.24588	4.7753
TGIF1	21.6905	21.6445
NOC2L	67.0471	66.6517
HSP90B1	268.948	274.841
SRPR	40.7858	41.5072
TSPYL6	0	0
RP11-389E17.1	0	0
TICAM1	5.96862	6.27156
ATXN3	8.61115	10.8062
ALDH1L1	0.501394	0.483251
QTRTD1	5.19962	7.81722
C1orf111	0	0
ELP3	14.6596	13.8678
MYO1D	9.08039	8.21625
CCDC11	0.248055	0.450146
FNDC3A	7.89874	8.25027
PCGF6	2.63189	2.71846
ZNF429	3.48181	3.05857
DEFB4B	0	0
KRTAP10-12	0	0
PSMB4	213.788	215.006
PREX1	0.01233	0.00587523
SRP9	101.975	104.608
RNF217	0.508253	0.494695
NBPF14	4.17529	3.94527
AL161784.1	0	0
RFX2	2.05905	1.23136
ARHGDIG	6.31209	7.09373
ANKRD13C	5.74653	5.47215
MGEA5	33.5825	38.3714
GRK7	0	0
KIAA0754	0.445016	0.369438
ZFP37	1.24341	1.12419
MTHFS	27.4366	26.9705
TTC36	2.59132	3.16842
MTG1	19.2383	17.6585
XPC	18.4211	16.545
ICA1L	2.50517	3.2307
YWHAG	57.9959	58.9145
DNAJC27	0.714594	0.76965
SPRYD3	20.0338	18.3663
ASPSCR1	19.9768	18.4985
GRIN2B	0.00291455	0.00138857
FOXP1	12.7461	14.5721
KIAA1024	0.0911305	0.110041
OR52A5	0	0
MPP1	0.424545	0.100469
GNAT1	0.0182729	0
PGA5	0	0
BHMT	0	0
THBS2	0.255052	0.236411
HCN1	0	0
EIF2A	33.832	30.3308
C22orf23	0.848817	0.991534
C1orf43	144.229	146.956
OR8B4	0	0
TSPY10	1.16683	1.26121
PEX7	13.3707	14.6637
WDR61	25.3022	27.3694
C10orf118	8.5665	8.83449
TCHH	0.0592147	0.0338691
RCOR3	9.50655	9.97424
DAZ4	0	0
GPR12	0	0
STAG1	4.35744	6.62066
C10orf68	0.0690743	0
KHNYN	12.0455	10.9435
CTD-2049J23.3	0	0
CHD6	7.28271	7.01554
C1orf147	0	0.02051
TRIM66	1.11775	0.960112
KCNQ2	1.3207	1.69902
RCC2	39.7099	40.5064
PEX11A	6.67611	5.73155
LMBRD2	3.48715	3.74001
PLA2G2F	0.0639821	0.076319
DOCK9	9.4705	7.70386
SVOPL	0	0
OTP	0	0
GMDS	21.4461	21.2188
CTDSP2	20.2812	21.5623
CSF1	1.09615	0.621768
ATOH1	0	0
NUDT4	28.8571	31.9078
PIGM	6.3933	6.34637
ACKR2	0.225586	0.310803
VN1R4	0	0
IL17D	0.197198	0.258971
PSG2	0	0
ZBTB37	1.47431	1.80345
PROKR2	0	0
SDHD	37.7068	39.3411
ZSWIM5	0.509369	0.377712
RPS6KC1	3.2933	3.35102
CD164L2	0.379836	0.543736
CCDC127	1.81897	1.45615
LCNL1	0	0
SHMT2	573.855	549.823
RPSA	1300.27	1336.98
PROSER1	5.63169	5.98687
CSN1S1	0	0
MT-ND6	1422.79	1257.82
FA2H	0.673911	0.801571
FAM213B	47.8858	48.645
RABEP2	26.5817	28.0478
CD55	5.39001	5.77167
OSGIN1	2.81297	2.00503
PAF1	30.3215	28.6832
ITGB1BP2	0.0381922	0.109589
ZNF626	0.0068957	0
SLC25A43	0	0.0492144
SAMD7	0	0
MCHR2	0	0.0356975
AGAP6	2.33011	2.25738
TCF4	0.881461	1.247
GLYATL1	53.4709	63.864
GRSF1	64.8628	63.612
HOXA3	0.132811	0.239121
CHD5	0.270719	0.178493
DNASE2B	5.26972	6.45205
AP2A1	27.5769	29.284
MAP1LC3B	12.3287	12.871
ALKBH1	2.24538	2.56176
KRTAP10-11	0	0
PSMA3	60.6802	63.4746
TRIM60	0	0
SLC25A21-AS1	2.86917	2.24187
PPFIBP1	15.4199	14.2718
LYRM1	35.769	41.4244
FAM86B2	2.45992	1.97921
FCRL4	0	0
PROS1	0.807614	0.637123
CPNE8	0	0.0287446
LPAR3	13.8196	13.3045
ACBD5	10.0458	9.94733
PRLHR	0	0
C11orf44	0	0
OR6C1	0	0
MBD3L3	0.0774274	0.0185868
PALB2	1.95777	1.91527
KAT8	16.2025	14.6844
ABCB9	3.23016	3.36153
ATP6V1F	203.27	203.164
IDUA	13.2855	13.9542
TNFAIP8L3	0	0
MEIS3	0.0527068	0.121052
RP11-272B17.2	0	0
POTEC	0	0
CAPN14	0.0110558	0.0391125
FAM213A	2.32502	2.68184
TRIP11	8.33202	8.08773
NKX1-2	0	0
CDCP2	0	0
ZNF284	0.538609	0.43109
DIS3L2	8.86499	8.60737
OMG	0	0
TCEA3	6.28074	6.58972
RIT2	0.260531	0.401323
TPO	0.0229968	0.0959978
MEGF6	0.693745	0.507458
ZNFX1	3.47328	3.73751
RBM19	3.7789	4.11688
ELAC1	4.25331	4.75346
PGC	0.498374	0.476522
ESPNL	0	0.00897321
AGAP7	0.266413	0.361396
SDHAF2	43.4801	32.3538
ASCL3	0.107493	0
PCDH20	0	0
AGA	18.7353	17.4208
ARHGAP17	7.36862	8.02626
CPS1	6.0283	6.12707
RCBTB1	10.2345	10.3086
AL391152.1	2.21211	2.57752
STATH	0	0
TMEM136	4.22735	3.77763
SDHB	28.3935	30.7814
NLRP10	0	0
LRWD1	5.74803	6.25756
TSPY6P	1.14559	1.57716
RP11-352D3.2	0	0.0903165
ABHD12B	0	0
DNAJA1	78.2928	74.6377
DLGAP4	13.5779	13.1808
AFAP1L2	0.0586923	0.0562778
ROS1	0	0
ZZZ3	9.36856	10.4769
ARR3	0	0
ORC2	4.7777	4.69516
FAM162B	0	0
RGS6	0	0
ZNF106	11.6579	11.5359
NCF1	0.0348093	0.0665606
EID2	8.71083	8.69031
LTN1	3.07284	2.98887
AMY1B	0	0
MAPK11	4.50419	4.3391
SLC7A6	5.9729	5.15244
MAGEB10	0	0
GTF2IRD1	8.74381	8.00898
QRICH2	2.15898	2.04902
SH3BP1	3.90777	4.3908
ZNF384	15.7463	16.198
CAPN1	45.4873	45.2868
NACC2	8.11228	6.55174
C20orf112	1.08803	0.945965
TTC17	13.0869	12.8761
ALDH6A1	31.1014	31.1954
SPATS1	0	0
SENP2	11.2718	10.2796
IRGM	0.0564577	0.0539418
RMND5A	12.2637	13.0753
MOXD1	0	0.0194948
SOHLH2	0.163191	0.253168
F11	0	0
C10orf35	9.79072	10.8276
HERC4	7.73695	7.87105
MCM3	16.6294	18.7917
SYPL1	35.9316	36.4511
OR6S1	0	0
GTSF1	0	0
GPA33	0.0154969	0.147872
CPNE6	0	0
KRTCAP3	46.4356	47.2717
LPIN1	8.02308	8.49248
SETD1A	7.78099	7.55368
TMEM106B	10.823	11.0322
N4BP3	1.16218	1.19173
BBIP1	14.6448	22.6178
IFI27	0.394015	0.348567
NLRP11	0.209697	0.222584
FREM2	0	0
NPLOC4	22.8434	23.9988
PAIP2B	1.85543	1.92768
BCDIN3D	6.90489	7.32949
FAM181A	0	0
LTBP4	17.4668	18.0269
RPL17-C18orf32	0.20709	0.897822
INPP5D	0.157105	0.111128
HIST1H1A	0.0765222	0
ZACN	0.220794	0.351896
KIAA0247	7.34027	6.91084
SPTA1	0	0
RICTOR	1.22911	1.42276
SFMBT2	0.0862237	0.0855953
SNRPG	65.6604	72.6524
KIAA1107	0.54033	0.670861
TMEM257	0	0
FRMD5	0.337208	0.320276
ATAD2B	1.10724	1.00285
NUP210	19.4172	19.3451
HBEGF	1.72776	1.98007
TMED7-TICAM2	0.699565	0.680621
UTP14C	3.64826	3.76691
RUSC2	1.80994	1.77068
CSE1L	32.667	31.7752
CPVL	0	0.183738
OR5AR1	0	0
NAPEPLD	2.96654	3.37196
ELOVL7	7.78762	7.26909
HLA-F	2.77181	3.183
PRTG	0.452883	0.354879
AL050303.1	0	0
FUT1	2.10271	2.46659
SF3B3	26.0638	26.6312
TPTE2	0	0
AGAP2	0.0428006	0.132669
LYRM4	16.1401	15.3251
GPR84	0	0
HNRNPL	231.979	244.202
SMIM1	5.74584	5.59007
RASA1	9.9573	11.4331
MSLN	0.0423552	0
CDRT15	0	0
GRHL1	2.42786	2.03632
PYROXD2	6.2025	5.96516
LOXHD1	0	0
CAPS2	0.3975	0.0829289
SNAPC1	4.22618	4.28412
PGBD4	1.03439	0.969098
PALLD	6.71022	7.07339
MPZL3	5.60308	5.41489
DNMT3B	1.5551	1.41997
AE000662.92	0	0
AL020996.1	0.390724	0.414518
TCEB3B	0	0
H2BFWT	0	0
NOL8	3.86117	4.3908
TNRC6A	6.71648	7.0889
ATP2A1	0.46114	0.371583
AC096644.1	0	0
COLEC12	17.5082	19.0803
SLC2A10	0	0.0365363
KRTAP1-4	0	0
OTX2	0	0
SMURF2	6.08199	5.80703
PANK2	13.1415	13.9016
AUP1	23.0866	25.8681
BBOX1	0	0
HILPDA	7.45482	7.95271
CAD	10.7031	10.8602
TRPC6	0	0.00862057
SENP8	2.27771	2.7386
CT47A2	0	0
GJD3	8.71708	8.4806
HHIPL1	0.0110282	0.038093
IRF2BP1	7.73819	8.48812
ANK2	0.18878	0.11292
HIST2H3C	0.876986	0.986571
ZC3H12D	0	0
GBP1	0.170305	0.0135404
DHRS11	8.12034	7.48675
PRSS35	0	0
OST4	172.354	167.931
NUP85	13.3369	12.5514
OR4N2	0	0
SEC61A1	100.19	99.6187
RAB39B	3.40897	3.41376
CLCN5	0.605609	0.768847
MRPL13	27.1986	25.1166
DIO2	0	0
AL138815.1	0	0
HRAS	48.627	49.6667
SIK3	1.68272	1.77994
ZNF614	3.05063	2.86675
OC90	0	0
CMPK2	0.225224	0.367232
OR6M1	0	0
THYN1	24.0109	23.6345
KRT32	0	0
NCOR2	69.7775	64.6827
C19orf80	0.166049	0.232439
DYRK1A	9.7618	13.8182
C1orf229	0.0197328	0.0376744
HEXA	23.9716	25.0892
SLC39A12	0	0
HM13	73.1145	69.1143
NFKB2	13.8989	12.9347
LY75-CD302	2.40034e-97	3.42698e-199
MSRB2	20.4137	21.82
TACC1	10.5568	8.7508
NOL11	15.4697	16.1104
FADD	13.2055	11.0631
SSUH2	0	0.0822081
NMBR	0	0
C16orf58	30.4223	31.2188
KIAA1244	18.0163	18.2578
OR4C12	0	0
C16orf78	0	0
PTEN	5.16058	5.44015
RNF39	0.303933	0.232124
DCP1A	5.0428	5.59525
KLK10	0	0
GALNT12	0.0636709	0.0303789
R3HCC1L	2.07127	2.02214
BACH1	3.12765	4.6882
SPHAR	2.66629e-08	3.1395e-08
DTWD1	23.0699	24.6368
ACSM5	0	0
RBMY1E	0	0
AC026202.1	7.88318	6.79926
REG4	0	0.126286
EGF	2.36231	2.67521
PTPN11	30.5443	31.761
B4GALT7	12.3363	11.1817
CACNA2D4	0	0
CRYGA	0	0
PCNXL3	11.0283	11.3726
HOXB13	86.9485	86.886
TTLL11	2.05039	2.07449
IFIT2	0.512056	0.697778
CAPN12	2.5787	2.87695
HNRNPR	41.3751	40.4119
ZSCAN5C	0	0
MICAL2	7.61206	7.99311
PGS1	9.23776	8.72253
RAMP1	93.2039	96.7173
NDUFAF2	57.6278	55.4016
USHBP1	0.0210214	0.0401399
SLC25A53	0	0
BTNL3	0	0
TOB2	14.13	17.6009
MYOM3	0	0.0105804
USF1	17.6035	18.3306
C3orf30	0	0
P2RX4	8.33878	9.3742
PLS1	3.96072	3.07137
PHKA2	3.71852	3.60196
CDH3	1.98075	1.82949
SPIDR	35.5449	37.8541
HSPA1L	2.01725	1.64663
AHCYL1	25.9035	27.0531
DSCR3	11.0809	11.0353
TM7SF2	166.286	170.441
CHRNE	0.323198	0.239925
AIFM3	0.192381	0.14693
ZDHHC22	0.0125063	0
BCR	11.6659	10.3488
ATP5C1	121.987	129.005
CYP27C1	0	0
MAPK9	25.4461	26.0636
SEPT3	7.55005	7.56413
MGAT5B	0.0640274	0.070994
PLEKHA4	0.113529	0.0671426
KIAA1984	0.941856	1.17304
RP11-187E13.1	0	0
PRED60	0	0
RP11-1026M7.2	0	0
MUC16	0	0
USP17L11	0	0
SULT1A2	0.0227902	0.182909
ELP2	20.9835	20.1246
CLP1	3.82171	3.90782
LARGE	3.8199	7.48905
C1orf63	4.87146	5.30195
SHISA8	0	0
APOC2	0.218411	0
SETD8	26.6557	26.7327
PPAP2C	43.3797	40.8204
VSTM5	0	0.0138717
NTPCR	11.6921	10.9924
TMTC4	11.3022	10.2732
THUMPD1	12.993	12.8522
PHGDH	365.49	357.09
KRTAP1-5	0	0
RPL36AL	217.789	217.745
MYO1B	2.8818	3.13732
CHCHD3	21.109	24.016
UBP1	21.6945	22.1105
NUP62CL	4.04695	4.09033
NF1	5.44945	6.53503
COLEC11	0	0
CTTN	57.4403	56.479
UBA5	19.9558	19.4044
LGALS3BP	8.81525	5.06807
AREL1	8.54651	8.71136
CHD9	3.50902	2.56462
ZNF497	3.8505	3.90987
UIMC1	9.21607	7.70521
CXorf24	1.49769	1.394
MRPS5	19.9736	21.144
SYNJ2BP	8.29998	8.48351
N4BP2L2	8.04655	8.4964
COLEC10	0	0.0376317
DUSP3	11.7955	11.6954
ACTR1A	25.8929	27.7584
HOXD10	0	0
OR7C1	0	0
SUV39H1	2.68211	2.48698
HSD17B14	3.42508	3.31449
DLC1	0	0
CDK16	65.5055	60.6505
MCOLN2	0.939216	0.977451
CHCHD1	45.3612	43.1492
TFIP11	6.86855	7.2
HRCT1	0.115132	0
ADIPOQ	0	0
MRPS21	48.4404	45.7076
SERTAD3	9.12196	9.1571
EYS	0.0669979	0.0923512
NEDD4	0.995622	0.964412
CLIC3	0.0524181	0
TRMT1	21.4147	22.1879
SELP	0	0
PSMC5	107.258	112.777
TAS2R50	0	0
CA11	2.71581	2.57011
VCX3B	0.183797	0.147675
CREBRF	2.37974	1.72858
C1orf170	0.63202	0.522595
PTCH1	9.68133	10.5912
AL133481.1	0	0
CNNM1	0.483046	0.534947
UHMK1	15.863	17.2419
IGFN1	0.0107178	0
ODF3B	6.52599	6.81542
RGS2	0.839298	1.08172
CCL2	0	0
NAA40	6.10419	5.30116
ABHD14B	35.9798	35.2956
GRTP1	9.8512	10.5668
TNFSF12	0.183343	0.116809
LAMTOR4	104.632	100.012
ZNF394	4.41306	4.4026
AC187652.1	0	0
ULK3	19.2201	18.1462
THBS1	5.60272	5.9861
TIAF1	0.214189	0.227452
ERCC6L2	5.22864	4.50248
RNF25	5.20065	6.17419
GRM4	0.0410526	0
LRRC6	1.48782	1.46085
C2orf69	2.53099	2.26252
GLT6D1	0	0
FGF9	0	0
IFNA7	0	0
C5	0.037804	0.036044
VCY	10.1523	10.6167
RAD21L1	0	0
TTC26	7.00108	7.80565
TMEM255B	0.566022	0.591352
PSMD2	147.076	142.177
TTI1	3.40613	3.09218
RP11-497E19.2	0	0
UACA	2.35379	2.99455
RP11-404P21.8	0	7.55676e-74
GLT8D2	0	0
SUCLG1	31.0024	34.8267
RP11-147C23.1	0	0
OR2T4	0	0
RASSF9	0	0
SMIM4	167.43	162.493
RSRC1	37.7068	39.9281
MVB12A	36.6865	40.8618
KRTAP19-1	0	0
LITAF	52.1787	53.767
AGPAT9	0.166529	0.190793
FOXD2	0.0623766	0.0509834
TMEM8A	16.9745	15.7294
MBD3L1	0	0
TMEM98	33.6433	30.5357
PDGFA	3.89672	3.93013
GPBAR1	0.10214	0
NVL	23.6852	25.1616
OR1J2	0	0
RFC5	9.28595	10.0505
EIF2S3	126.725	144.769
CALD1	108.236	109.496
RDX	21.9922	22.1033
TRAPPC6B	5.23605	5.22172
MRC1L1	0.029479	0
BLMH	12.3524	12.0221
FABP6	2.18595	1.81683
KIAA1143	9.19446	9.26077
TEX9	1.27669	1.13972
CRYZL1	8.27731	8.78556
ATP13A2	17.3467	16.1745
MOB4	14.2188	13.2328
NDUFB11	92.993	94.8584
CCT6A	103.359	102.857
NDEL1	15.3938	14.516
PLA2G16	19.7688	22.2121
DPH5	28.0741	29.0453
GRASP	1.54924	2.36155
ZBED6CL	0.85991	0.561393
AC091948.1	0	0
USP42	2.34738	2.31415
GFRA2	0	0
C8orf44-SGK3	0.421832	0.685362
SIAH3	0	0
CTBS	6.18341	6.11938
ATAT1	3.91637	4.0583
FAM183A	1.23059	0.172677
C12orf4	3.50664	4.62407
SRSF7	45.8203	46.2554
RP11-182J1.16	0	0
GUCY1A2	0	0.016553
HS1BP3	10.011	10.2366
NRDE2	2.17536	2.67349
AGTR2	0	0
CTAG2	3.53283	3.49214
MCCC2	29.4473	30.025
MFN2	27.1869	26.7411
ASAP3	3.81991	3.56603
AC092811.1	0.0286824	0.054811
ZMAT5	18.4815	17.3474
TCF21	0	0
CANX	175.211	174.682
SS18	13.8081	16.1892
DNAJC1	13.9839	13.1902
CA8	0	0
IL4I1	0.0492368	0.0470264
MVP	5.40804	6.38751
PARK2	1.53145	1.682
ANKRD46	9.82277	9.70388
COX4I2	0	0
SMARCA5	9.95251	10.2619
FGF20	0	0
FAM184B	1.01361	1.19607
CCR2	0	0.0190864
LIPC	0	0.0138768
PPP2R3C	8.51723	12.1166
TSTD1	149.892	164.239
CEP170B	13.7474	12.9811
FAM102B	1.2342	1.30716
PTF1A	0	0
STS	1.04254	1.03578
CCDC166	0	0
GTPBP1	24.6572	23.8788
HCRTR1	0	0
PDIK1L	2.38918	2.579
IL4R	1.63788	1.55494
TLX2	0.0630641	0
ZNF710	14.7159	18.5792
HERC2	4.37571	4.40336
WDR53	4.67933	4.25331
CAPN7	8.24823	8.48928
CDK3	6.32289	5.20147
RAD9A	4.57932	4.1638
CNNM2	3.83437	3.55735
NECAB2	0.114679	0.152245
TAS2R3	0	0
MED12	6.16869	6.30318
MAGEC2	0.0911609	0.0652879
CXorf57	0.109304	0.143134
HSPD1	349.933	360.605
ITIH4	0.957094	1.39701
ABHD15	1.48857	1.22831
DEFA1B	0	0
GNA15	0	0.0201023
SLC23A3	0.0697006	0
ZNF99	0	0
MB21D1	0	0.0128564
COL11A1	0	0.00723647
CALCB	0.0489547	0
GRM2	0.0817265	0.0412397
ST18	0	0
AL031320.1	0	0
PCDHGB3	0.497333	0.417015
MYLK3	0	0.0245627
DCUN1D4	10.6104	8.04198
GCGR	0	0
PAK1	1.97848	2.44882
HP	0.0664775	0
TP53I13	17.5692	17.5067
PMFBP1	1.65727	2.46424
DDI2	3.98001	4.36296
KLHL29	1.93785	1.67419
NRTN	0.466853	0.491572
COL16A1	2.66958	2.96935
PRAMEF20	0	0
WDR77	19.9607	19.5905
FGFR2	0.235682	0.318126
MYL12A	72.047	74.148
TMEM106A	0.0261885	0
AGPAT5	6.71754	6.66517
LGALS9B	0	0
RAP1GAP2	9.00357	10.0414
SYT16	0	0
IRAK1BP1	0	0
TYW3	8.24247	8.4236
HOXA9	0.0438256	0.0836177
BIK	8.71172	8.51284
SETX	3.68261	3.73063
TACR3	0	0
CHST6	0.0145983	0.0344723
FOXD4L3	0.0306331	0.033553
RP11-192H23.4	0.559471	0.331908
ZNF641	2.97076	3.12158
YES1	11.0854	11.0128
C1orf192	0.698223	1.11743
CHPF	24.0819	26.148
TNFAIP8	9.39281	9.47733
SNPH	0	0
MAP1LC3B2	0.911655	0.940044
PRAMEF4	0	0
RABL2A	7.14347	7.28113
CLCN6	3.95698	3.58591
DDX46	18.0754	17.99
C8orf74	0	0
FNDC9	0	0
C5orf51	4.79336	4.87905
NEK4	12.6974	12.7567
MCC	0.545849	0.388788
G6PD	27.606	26.0445
KIAA1210	0	0
FLJ00273	0	0
PDLIM4	0	0
AC145676.2	0.113098	0.0431986
ENAH	40.2382	37.3634
ELL2	5.83329	6.7627
IKBKG	12.4856	11.9792
CAPN8	0	0
SGOL1	2.79854	3.01342
TCAP	0.381038	0.161698
OR2T1	0	0
MAGI1	10.0751	8.81486
PHYHD1	0.161875	0.0201023
TAS2R13	0	0
SHKBP1	14.294	13.2603
COA6	37.0685	38.0833
SMLR1	0	0
METAP1D	2.20589	2.24689
TRAPPC6A	39.9159	33.1601
PTGES3L	0.591797	0.286266
NCOA6	6.02421	5.56073
MDFI	0.072563	0
HIST2H2AA4	48.7316	46.8679
POGLUT1	2.60335	2.6618
RXRB	18.1194	19.471
CATSPERG	0.1518	0.269141
KRTAP12-1	0	0
KIAA0100	33.3647	34.8881
KNG1	0.696564	0.767071
FAM210A	3.85398	4.96378
ITK	0	0
UPP1	2.21258	1.9456
LYZL2	0	0
